,image_path,0,1,2,3,4,5,6,7,8,9
3076,seg_train/seg_train/forest\16990.jpg,1.815755240386352e-06,0.9998878240585327,8.358725608559325e-05,1.5508872820646502e-05,8.981275641417596e-06,2.239730747533031e-06,4.778283013706641e-08,2.6110068773732564e-08,3.2809197136884904e-08,7.71648789310575e-09
3077,seg_train/seg_train/forest\16998.jpg,6.944802635189262e-07,0.9999973773956299,7.50660149151372e-07,1.3066673076878033e-08,4.901447141492099e-07,7.504024210902571e-07,2.3492898737487167e-09,3.7177896872186977e-10,5.597011187852274e-10,9.002463219331958e-10
3078,seg_train/seg_train/forest\170.jpg,1.3096641549026344e-09,0.9999998807907104,3.370004364455781e-08,1.2875288613045655e-09,3.4557828598735796e-08,3.500448997328931e-08,2.4893750949495086e-10,7.46804701412529e-11,7.142361702072719e-11,4.9864952444966804e-11
3079,seg_train/seg_train/forest\17002.jpg,1.0077059187096893e-09,1.0,3.888768418391919e-09,1.8967956372240025e-10,1.928501580650277e-09,3.532049097643153e-09,9.717642662776527e-11,1.6959097320912164e-11,2.4771162551728843e-11,5.0520902565576176e-12
3080,seg_train/seg_train/forest\17011.jpg,3.2670979521753907e-07,0.9999780654907227,9.862239494395908e-06,1.678627654655429e-06,9.62072499532951e-06,5.026809617447725e-07,4.023802624431028e-09,1.8166957937992834e-09,2.1835637742384506e-09,1.2159925288912632e-09
3081,seg_train/seg_train/forest\17022.jpg,3.25466112394146e-11,1.0,1.1746960348890667e-10,1.884345761024586e-12,3.258982927273335e-12,5.6869526449121466e-11,6.686020487256528e-11,1.2843465006795451e-11,1.844210201218388e-11,5.5434949165766856e-12
3082,seg_train/seg_train/forest\17029.jpg,4.701728175859898e-05,0.9999322891235352,9.481149390921928e-06,3.120517533261591e-07,4.94906726089539e-06,5.87053591516451e-06,1.518894698904205e-08,4.641582673770017e-09,9.41859124026223e-09,3.105187218466199e-09
3083,seg_train/seg_train/forest\17034.jpg,0.003674127161502838,0.9813490509986877,0.013109177350997925,0.00016458562458865345,0.00033383831032551825,0.0013690046034753323,9.26440080206703e-08,4.4049169645177244e-08,4.973444944766925e-08,4.454937041487028e-08
3084,seg_train/seg_train/forest\1705.jpg,0.0003066308272536844,0.9748821258544922,0.0003193921875208616,0.02343619428575039,0.0006165200029499829,0.00043897461728192866,8.567330667119677e-08,1.229252717394047e-07,8.199536694064591e-08,8.71957581694005e-08
3085,seg_train/seg_train/forest\17051.jpg,4.264183797730858e-11,1.0,1.0898060232023e-09,2.0348823320803788e-11,6.546341246860266e-11,2.535797960501185e-10,1.4534778935981763e-10,3.091612035821534e-11,3.664712977524687e-11,1.5026360364323033e-11
3086,seg_train/seg_train/forest\17056.jpg,5.732006124088695e-14,1.0,1.783296546455787e-13,4.389475928052869e-15,6.2939693706149085e-15,8.799820681165693e-13,2.5126770455963232e-11,6.626436378776024e-12,4.023669852165623e-12,2.0175866186078473e-12
3087,seg_train/seg_train/forest\17067.jpg,2.612648763999914e-09,1.0,6.243626948787551e-09,5.79439995984643e-10,4.093200500765448e-10,8.295636177990673e-09,1.2399415938446623e-09,2.955236888535495e-10,3.1023292268450575e-10,2.179370711674622e-10
3088,seg_train/seg_train/forest\17074.jpg,4.3753026202075773e-10,1.0,1.0906886505068769e-11,3.004154650737556e-12,3.799679321181415e-12,4.0653849731064895e-10,1.2034846730291093e-10,4.0941122020354825e-11,3.4405395199499367e-11,1.8599299184129947e-11
3089,seg_train/seg_train/forest\17098.jpg,1.764489923061774e-07,0.9999845027923584,1.1660798008961137e-05,2.941451953120122e-07,2.0757815946126357e-06,1.2877860626758775e-06,3.148996063906395e-10,1.1920048281766071e-10,1.6871089247860738e-10,7.65030885863105e-11
3090,seg_train/seg_train/forest\1710.jpg,7.871167051476391e-10,1.0,1.2843177910060177e-10,7.320777664632239e-12,1.1564703188138292e-11,1.7887258341175993e-10,3.0176131038395226e-10,8.348467750440847e-11,1.3175407986842913e-10,6.800071616908099e-11
3091,seg_train/seg_train/forest\17107.jpg,1.6546928215642465e-13,1.0,8.204747645179644e-12,1.0849527114394075e-13,4.330851270054753e-13,4.685923090524957e-12,1.4629579015226768e-12,1.4772376572859403e-13,1.5476536068328994e-13,6.005452754011265e-14
3092,seg_train/seg_train/forest\17113.jpg,7.492105824624673e-10,1.0,2.2952303169176957e-08,6.388250484157254e-10,2.1553705487065145e-09,3.1155482638212106e-09,9.571115011652864e-10,2.481136962551034e-10,4.0886280472385295e-10,1.4126363967470468e-10
3093,seg_train/seg_train/forest\17114.jpg,2.8494553383495713e-09,1.0,3.070853793474271e-08,5.538913772085152e-10,1.514093739274358e-09,2.9263738099416514e-09,1.6331017094195488e-10,5.4024552192943887e-11,5.051534190947393e-11,2.6962848620470936e-11
3094,seg_train/seg_train/forest\17126.jpg,7.87148558140105e-13,1.0,5.348685903905359e-12,3.1129267186961324e-14,4.0912116901735407e-13,1.1858704122846841e-11,1.9359330111212714e-11,2.34958385213202e-12,2.595707069424913e-12,1.782624070058303e-12
3095,seg_train/seg_train/forest\17130.jpg,4.0695277703228783e-10,1.0,7.281250602453326e-10,2.4943836926527574e-11,9.351784624467285e-11,9.86473125408338e-10,5.197205166229679e-11,8.69695548216809e-12,2.2562231596912063e-11,6.362294805578594e-12
3096,seg_train/seg_train/forest\17141.jpg,6.070626223930731e-10,1.0,7.77131969886824e-11,8.24199909710277e-12,2.5673079981358704e-11,1.585479247889765e-10,4.286692945054682e-10,1.5990819779432286e-10,1.824426304475324e-10,1.1545798345169445e-10
3097,seg_train/seg_train/forest\17143.jpg,6.744238414263526e-13,1.0,2.422469776858227e-13,2.6712939467447546e-15,5.429605197523543e-14,1.6798893005820492e-12,3.3734189486961386e-12,6.934263276428543e-13,5.679911836004026e-13,5.456652924645811e-13
3098,seg_train/seg_train/forest\17144.jpg,6.914318562145638e-10,1.0,5.892469179258342e-09,7.408592073154807e-10,4.1933585492870407e-08,1.192092824453539e-08,5.678441224177266e-12,1.05501208897546e-12,6.916141379216534e-13,9.375349888790518e-13
3099,seg_train/seg_train/forest\17149.jpg,1.7612293568003423e-10,1.0,1.044257014193306e-09,2.9170197507477624e-11,3.151652827604323e-10,8.713418875316847e-10,7.355731301839086e-11,1.046622771089245e-11,1.626969739487727e-11,4.927384021635728e-12
3100,seg_train/seg_train/forest\17170.jpg,4.570496541997371e-13,1.0,2.6777768370733757e-12,6.930448138390156e-15,6.511078568666173e-14,6.507137276928754e-12,7.746261097840712e-12,7.506269369093876e-13,9.665615747014855e-13,6.593892099004961e-13
3101,seg_train/seg_train/forest\17171.jpg,4.668048586564666e-11,1.0,3.979763463224373e-10,9.211571609657465e-12,2.659266556959139e-11,1.8264770251796847e-10,3.858936087342002e-11,6.7537681176788045e-12,7.449222662325727e-12,3.365231487570397e-12
3102,seg_train/seg_train/forest\17174.jpg,3.840553092562815e-13,1.0,7.042508395026237e-13,1.5895263587078958e-15,2.7001921274545822e-14,6.857246107744297e-12,6.228844263295175e-12,6.479094604577851e-13,5.244099967639804e-13,6.354117535953274e-13
3103,seg_train/seg_train/forest\17179.jpg,7.564459583893346e-14,1.0,3.931846710193698e-13,1.9006004791364585e-15,5.366929079294756e-15,9.484397859096938e-13,4.4312231835264004e-12,8.42252808296029e-13,4.4426035116298945e-13,3.68195898032761e-13
3104,seg_train/seg_train/forest\17180.jpg,1.028877960607133e-08,1.0,2.338415683311723e-08,2.780131680424347e-09,2.224829920294269e-08,1.7213251268799468e-08,1.3901155782036767e-09,2.690178357855899e-10,5.662742497136719e-10,2.5371185707889765e-10
3105,seg_train/seg_train/forest\17183.jpg,6.93830098084415e-16,1.0,3.360114480220871e-15,5.870424706672483e-17,4.391584193058585e-16,5.3951258743726097e-14,1.3112870164699864e-12,1.0470310463908325e-13,1.0157506617498174e-13,6.977045623104278e-14
3106,seg_train/seg_train/forest\1720.jpg,3.866237191507693e-11,1.0,1.0952087153848211e-10,2.525123990113065e-12,5.408927646055606e-12,1.1007353362124661e-10,3.8386824968705824e-11,6.414151761807707e-12,8.096502635002167e-12,2.7711275114861156e-12
3107,seg_train/seg_train/forest\17205.jpg,0.0003847335174214095,0.9996092915534973,1.0039857443189248e-06,1.226180046387526e-07,2.236680174405592e-08,4.8404854169348255e-06,4.0188448124922616e-09,5.297524197089842e-09,9.451404103799632e-10,1.090700418870938e-09
3108,seg_train/seg_train/forest\17207.jpg,1.3340374811765532e-11,1.0,2.7532991078021984e-12,5.437556871781823e-13,2.780566033498688e-13,6.566434462146331e-12,1.7273278293816752e-11,9.151591810752091e-12,4.851843319469973e-12,4.349604010300823e-12
3109,seg_train/seg_train/forest\17214.jpg,1.0037766451365115e-10,1.0,2.2340862493308578e-09,7.683946534609021e-11,2.2588982073745711e-10,8.172005849793607e-10,4.4171166724282784e-11,1.0285624782446767e-11,1.1838793834151318e-11,6.399109540866643e-12
3110,seg_train/seg_train/forest\17217.jpg,1.7123815254649344e-08,0.9999996423721313,2.0254528010354989e-07,5.13466114071548e-09,1.3319644054377022e-08,9.416230284386984e-08,1.936095728183318e-10,1.373740843302329e-10,1.2819091621540935e-10,4.282774829222902e-11
3111,seg_train/seg_train/forest\17222.jpg,4.761828951982405e-13,1.0,1.5561436687849817e-12,9.617905972515717e-14,1.6190987352920905e-13,3.106222093776645e-12,4.34642981328448e-11,7.2153533148267e-12,1.3822089306447793e-11,3.802811364417291e-12
3112,seg_train/seg_train/forest\17228.jpg,1.0898636160217023e-10,1.0,3.1697625080262526e-10,1.4121615335427329e-11,2.5541682484309103e-12,1.0925214205537159e-10,1.8582597266503242e-11,7.133319109009495e-12,3.798932956405876e-12,3.867474049346065e-12
3113,seg_train/seg_train/forest\17238.jpg,9.14204367589988e-13,1.0,2.6819221756596567e-12,2.2827715805422318e-14,2.394058665504059e-14,8.136800261349109e-12,2.459982564873009e-11,5.301679668195947e-12,3.934812111555663e-12,2.7763546670001027e-12
3114,seg_train/seg_train/forest\17239.jpg,1.8227368503431762e-09,1.0,7.415052460935101e-10,8.420961844501917e-11,1.1817119505153073e-10,1.0320122534324128e-09,2.7306773509039317e-10,7.393695378166143e-11,1.0902440755744536e-10,3.11058123703134e-11
3115,seg_train/seg_train/forest\17263.jpg,7.780121435985166e-09,0.9999998807907104,3.796933967237237e-08,1.8900647713593344e-09,2.3426608208865218e-08,1.8387723343948892e-08,4.1687356344688453e-10,8.872381995761458e-11,1.250080594594749e-10,5.226759303145201e-11
3116,seg_train/seg_train/forest\1728.jpg,5.351258778318879e-07,0.9999947547912598,1.374615067106788e-06,4.94087998959003e-07,2.403492771918536e-06,4.6900188976906065e-07,1.5525159824392176e-08,6.6043805979632e-09,9.540340073499465e-09,1.845536057309971e-09
3117,seg_train/seg_train/forest\17284.jpg,5.608304576298906e-08,0.9999998807907104,8.795060324473525e-08,6.128752172429586e-09,8.464416723086288e-09,3.3054401882282036e-08,3.4899003686916785e-09,1.032571361747614e-09,1.8459855866126418e-09,5.443375750147084e-10
3118,seg_train/seg_train/forest\1729.jpg,4.8545243771513924e-05,0.9998307228088379,1.0463130820426159e-05,7.022135832812637e-06,9.957493602996692e-05,3.466783709882293e-06,7.884130326374361e-08,2.081299399492309e-08,5.147091286517025e-08,1.5582683587922475e-08
3119,seg_train/seg_train/forest\17295.jpg,5.313767221376553e-12,1.0,4.3369891011835193e-11,6.713718123108059e-13,2.1665865716086197e-12,3.1817055934357796e-11,2.9866390610644444e-11,3.9562671715065445e-12,3.183585773475217e-12,1.873129906390658e-12
3120,seg_train/seg_train/forest\17321.jpg,1.1318555512663168e-17,1.0,1.2513208837596194e-18,1.100177679676803e-20,1.4501400253895162e-19,9.45441499764101e-17,4.4899305627621455e-14,5.047709466528922e-15,2.6659089347825854e-15,1.6069570262129684e-15
3121,seg_train/seg_train/forest\1733.jpg,2.0034451528316843e-11,1.0,2.8675498087160634e-10,2.901165852692289e-12,1.7921808134757633e-11,1.670430183065008e-10,6.9677566667813995e-12,1.1280588008838466e-12,1.0648474289831622e-12,5.013517812707535e-13
3122,seg_train/seg_train/forest\17336.jpg,5.91345667544374e-07,0.9999876022338867,5.510368737304816e-06,1.8640330381458625e-06,3.2403547720605275e-06,1.1983997865172569e-06,7.4047599163407085e-09,4.43306058528492e-09,4.0889069907734665e-09,2.119080910745197e-09
3123,seg_train/seg_train/forest\1736.jpg,2.362826823087971e-09,1.0,1.876767186104189e-08,7.33494376348176e-10,6.682275288660833e-10,6.368277460921945e-09,4.2565068136823925e-10,1.3275301691262342e-10,1.590664822082033e-10,4.6956598331870936e-11
3124,seg_train/seg_train/forest\17371.jpg,1.1025033472833456e-06,0.9999988079071045,8.37647959883725e-08,3.1600233540984846e-09,7.169618232438779e-09,5.053568941093545e-08,4.411994103392658e-10,1.8149245994969476e-10,1.8713119942503909e-10,1.735874222141831e-10
3125,seg_train/seg_train/forest\17372.jpg,4.551268162344968e-08,0.9999985694885254,1.1635250984909362e-06,6.006997921303991e-08,1.4690510852233274e-07,4.839332135020413e-08,1.1567610203044865e-09,5.491369581278605e-10,4.78981299067982e-10,2.4382817986889904e-10
3126,seg_train/seg_train/forest\17378.jpg,7.531665687565692e-06,0.9997254014015198,0.00014055547944735736,2.918743120972067e-05,8.96857600309886e-05,7.581758836749941e-06,3.629520151093857e-08,2.122465758702674e-08,3.428059613952428e-08,6.664332197203748e-09
3127,seg_train/seg_train/forest\17396.jpg,6.393073570531982e-11,1.0,1.2628371959255702e-10,5.201453959387259e-13,1.2672224380949615e-12,8.15381651086966e-11,1.9186165156614976e-10,4.676585854679338e-11,3.327626021953911e-11,2.8720640449231283e-11
3128,seg_train/seg_train/forest\17419.jpg,4.278932486112552e-10,1.0,1.988014336484767e-10,1.3739136564550058e-11,2.0934183206366974e-11,6.268180419155556e-10,1.0158051066966323e-09,1.9507269410912187e-10,2.7605742691783064e-10,1.4788130442422442e-10
3129,seg_train/seg_train/forest\17420.jpg,2.6369306044271568e-12,1.0,2.4786995372894083e-11,1.4929337063471215e-12,2.295089899378988e-12,6.866895940760287e-11,1.7145297334653087e-11,2.860674587837342e-12,2.15832928786297e-12,1.2457474288241066e-12
3130,seg_train/seg_train/forest\17421.jpg,2.7238236555149342e-08,0.9999998807907104,6.899254145764644e-08,2.222090067505178e-08,2.0524415944578323e-08,2.0843215153831807e-08,1.3480606630977832e-09,3.273888937727065e-10,6.351000836346543e-10,1.8195885076455198e-10
3131,seg_train/seg_train/forest\17431.jpg,4.872402445567489e-16,1.0,3.78165014413981e-18,1.2115957416369134e-19,1.9948422069178355e-19,1.0496754154895246e-15,3.860545997463882e-12,5.366596381693733e-13,3.0900764802846425e-13,1.5456918785270585e-13
3132,seg_train/seg_train/forest\17442.jpg,9.338021413896058e-07,0.999997615814209,1.0528498251005658e-06,1.6082628917502007e-07,1.4631967815148528e-07,1.4984169638410094e-07,2.382402497502767e-09,1.2528257320454372e-09,2.2315809200534886e-09,5.540315983765254e-10
3133,seg_train/seg_train/forest\17444.jpg,1.6079681586234074e-08,0.9999997615814209,9.849284055007956e-08,4.832832356527206e-09,1.2260146320386411e-07,1.941370975089285e-08,1.6886646525549054e-09,3.578981278007376e-10,9.611560436439959e-10,1.3501338935739682e-10
3134,seg_train/seg_train/forest\17445.jpg,8.227180194704184e-14,1.0,6.144093073938775e-14,5.121977527102416e-16,2.0627126326038013e-15,1.3764564574941796e-13,3.909735382667812e-12,8.416152432084989e-13,6.210394069665337e-13,6.328910377544072e-13
3135,seg_train/seg_train/forest\17454.jpg,1.4416243372672444e-11,1.0,2.384809580716074e-12,6.23879000218909e-14,1.1864037313333298e-12,5.309889680726876e-11,6.348599423944279e-11,1.0599623609386377e-11,1.2027475369824625e-11,1.5323606966655134e-11
3136,seg_train/seg_train/forest\17455.jpg,2.402703387360816e-07,0.9999996423721313,5.18825764572739e-08,4.299328448809092e-09,9.064602402020228e-09,2.8757563441672573e-08,1.872028532190484e-09,6.831728516232261e-10,1.164452534396787e-09,2.588796677027716e-10
3137,seg_train/seg_train/forest\17458.jpg,5.975477491287906e-12,1.0,1.2392522771853542e-11,3.1047218832305767e-13,7.213261671995541e-12,5.96022745047442e-11,1.0988615399554202e-11,1.1577166092111013e-12,1.4456189066994196e-12,9.030332905057836e-13
3138,seg_train/seg_train/forest\17461.jpg,3.2283702578576076e-16,1.0,1.2734202008281525e-16,1.6127025483015066e-18,1.3077268880765238e-17,3.725712111464193e-15,5.051008439629912e-13,4.632076243838573e-14,3.758503721467722e-14,1.8601541476852973e-14
3139,seg_train/seg_train/forest\17464.jpg,1.6803667832188118e-12,1.0,5.195623662204718e-13,1.1211870190944162e-14,3.680208739208039e-14,4.76930344175952e-12,1.0550111478879742e-10,2.213926264538202e-11,2.46843327028623e-11,1.3727532131857512e-11
3140,seg_train/seg_train/forest\1747.jpg,4.395144692637132e-09,1.0,3.340859322520373e-08,5.303971151171538e-10,1.7551169406715417e-09,3.626591027483528e-09,8.150415342633721e-10,2.0860972671510325e-10,3.621860866775961e-10,9.184453891863953e-11
3141,seg_train/seg_train/forest\17470.jpg,1.7028656262851882e-11,1.0,1.3505197828111992e-11,6.8958689669954e-13,2.4607614557137225e-11,5.0512188876084e-10,1.2642518976146988e-10,1.1383975359602339e-11,9.304276099575404e-12,5.469889732129252e-12
3142,seg_train/seg_train/forest\17472.jpg,3.269130842767365e-12,1.0,3.788289126838151e-12,1.7600578926160043e-13,3.1510766760646514e-13,1.7512560845922565e-11,3.412990376427949e-11,6.0738046536723544e-12,4.511284141389682e-12,2.6917975227275237e-12
3143,seg_train/seg_train/forest\17486.jpg,3.09189392838638e-12,1.0,8.387662960018805e-12,2.97035426853956e-13,2.9662665552987466e-13,1.133639362937977e-11,4.406085218899847e-11,1.4305501228051298e-11,2.367154909588276e-11,4.6121483368577465e-12
3144,seg_train/seg_train/forest\17494.jpg,4.179924850689076e-09,1.0,2.6144794773586e-08,3.479313281928853e-09,5.605639508132754e-09,3.668166570491849e-08,4.971607570070091e-10,1.269425259353696e-10,1.75459050066884e-10,7.730015239015842e-11
3145,seg_train/seg_train/forest\175.jpg,9.670065095890301e-12,1.0,4.610769752111388e-11,1.2317202379569236e-12,4.897914972906703e-12,1.8712954796828996e-11,2.366685319943329e-11,3.0839603874094346e-12,4.297462125740781e-12,1.6670356501463646e-12
3146,seg_train/seg_train/forest\17506.jpg,1.923211812027148e-08,0.9999994039535522,2.0354866592242615e-07,1.6934903257492806e-08,2.360156798886237e-07,7.925871869929324e-08,2.820024436189783e-09,6.427001153497258e-10,1.172336894228465e-09,4.700569933291376e-10
3147,seg_train/seg_train/forest\17515.jpg,5.7933219853312234e-12,1.0,8.946840664159073e-13,6.976965663194057e-14,1.8984432895077091e-13,6.116248566639948e-12,1.2039737262714567e-10,3.2307437974887776e-11,4.194392055900664e-11,1.4644997020640815e-11
3148,seg_train/seg_train/forest\17559.jpg,3.882394850052151e-09,1.0,2.2142335964758786e-08,5.886344744965299e-10,2.4044759516783643e-09,5.3363740093459455e-09,1.125674206625682e-10,2.7245941613962543e-11,3.6938927611140926e-11,1.2217230699329562e-11
3149,seg_train/seg_train/forest\17567.jpg,5.305306749470162e-10,1.0,1.7521166739697946e-09,7.368031879062542e-11,2.0592035021582689e-10,1.2058705145534532e-09,6.755977999262086e-10,2.4521887298512013e-10,2.8313212885322514e-10,1.101562799310507e-10
3150,seg_train/seg_train/forest\1757.jpg,2.373546692524542e-08,0.9999980926513672,8.266430882031273e-07,3.444753815529111e-08,1.1029126198991435e-06,4.2877111638972565e-08,6.377159911252761e-10,1.4654645552614198e-10,1.973540775246363e-10,5.975423628123977e-11
3151,seg_train/seg_train/forest\17586.jpg,5.505495614954725e-09,1.0,3.106151424958625e-08,6.062225721414904e-10,5.48954703916138e-09,6.8085403981399395e-09,3.1816649315175027e-10,5.186826662617605e-11,1.1582368397711207e-10,3.660717215470122e-11
3152,seg_train/seg_train/forest\17600.jpg,1.7681215866427458e-11,1.0,2.4359915126725973e-12,1.0992628926261364e-13,4.199935484030387e-13,2.9163966380751916e-11,9.025796082751114e-11,1.075589096954932e-11,1.3666373588350211e-11,7.051127477036845e-12
3153,seg_train/seg_train/forest\17604.jpg,5.75558038728996e-11,1.0,2.8335674084889462e-11,4.689004718359813e-13,2.409563651037394e-12,3.4926145309199796e-11,9.763048008926134e-11,1.409833534637972e-11,1.5301293218583645e-11,6.386952165066129e-12
3154,seg_train/seg_train/forest\17617.jpg,0.005268734879791737,0.9639466404914856,0.027202364057302475,0.0031491327099502087,0.00017424015095457435,0.0002584165777079761,7.048136296816665e-08,9.410568679868447e-08,1.62194595532128e-07,3.813419979792343e-08
3155,seg_train/seg_train/forest\17625.jpg,3.530651465633028e-11,1.0,1.0153469211238164e-11,4.612418303198695e-13,2.4368278662284526e-12,3.617627031271553e-11,9.32440930023759e-11,1.6643136521721225e-11,3.551548638514035e-11,7.316966477155518e-12
3156,seg_train/seg_train/forest\17639.jpg,1.7057320889080074e-08,0.9999998807907104,3.993934072354932e-08,1.9420751229404232e-08,1.1872441518789856e-07,8.10244671356486e-09,1.1401283250833671e-09,5.350333509568372e-10,4.590124946801666e-10,3.5531014241918513e-10
3157,seg_train/seg_train/forest\17642.jpg,8.020122344021274e-10,1.0,7.268138313420991e-10,5.341602854480598e-11,1.186142434272952e-10,3.2231567415053064e-10,1.5787197937822128e-10,4.0439068760278474e-11,4.6913178203267236e-11,2.8701856863433406e-11
3158,seg_train/seg_train/forest\1765.jpg,4.978234073860222e-07,0.9999933242797852,2.250203579023946e-06,2.1246174242151028e-07,3.006084170920076e-06,7.586759807054477e-07,9.42595446140615e-10,4.2860348603568355e-10,4.81450823652807e-10,2.496767237403219e-10
3159,seg_train/seg_train/forest\1766.jpg,1.3938282900907359e-15,1.0,7.486732314878648e-18,1.4469965581160557e-18,1.0494861466392052e-17,1.3465764512490363e-15,2.284668764937492e-12,1.9888191299995833e-13,2.896470227293363e-13,1.4904632974870047e-13
3160,seg_train/seg_train/forest\17664.jpg,6.873139835050779e-09,1.0,1.4997178610087758e-08,1.944687522126287e-09,1.8533062862147176e-09,3.6779375101048117e-09,1.7801081442225808e-10,5.207058048628532e-11,8.775642712510745e-11,2.2608194830131545e-11
3161,seg_train/seg_train/forest\17678.jpg,3.331570089248892e-11,1.0,2.4699181588871966e-10,1.4759351726900682e-11,4.437086462139028e-11,2.161066603445505e-10,1.7433610111083908e-11,3.4161796655385324e-12,6.062034121206983e-12,1.533570362713399e-12
3162,seg_train/seg_train/forest\1768.jpg,0.5656607747077942,0.4289878010749817,0.0019582617096602917,0.003209746675565839,1.3473856597556733e-05,0.00016945086827035993,1.211867299844016e-07,1.9101857162695524e-07,6.795917784074845e-08,9.869282280305924e-08
3163,seg_train/seg_train/forest\17685.jpg,1.8670739621029497e-07,0.9999997615814209,1.8502552379118242e-08,7.361912413017535e-09,3.846784668581904e-09,8.255526040557015e-09,4.3454836951006826e-11,2.415168585956362e-11,2.3323759590354598e-11,1.1855399474625106e-11
3164,seg_train/seg_train/forest\1770.jpg,1.6139931613423641e-09,1.0,3.658959801811079e-10,4.3769862734244214e-11,3.522270669575889e-11,8.712089383244859e-10,2.3221651268556798e-09,8.949994634299685e-10,1.0023460950137064e-09,3.782170687749442e-10
3165,seg_train/seg_train/forest\17706.jpg,6.637770194606318e-12,1.0,1.359597573413751e-10,2.4705092572380183e-12,1.2644465335887034e-11,1.6490714349615132e-10,2.5517055482482398e-11,4.8532874767637235e-12,8.05864836667114e-12,2.830136082085377e-12
3166,seg_train/seg_train/forest\17711.jpg,8.147132274372026e-11,1.0,5.462555408008996e-10,8.219157993094584e-12,4.030633049545429e-10,2.528935505452523e-09,7.18748810468739e-11,7.996743024707431e-12,9.614596445384205e-12,6.930617538203343e-12
3167,seg_train/seg_train/forest\17715.jpg,3.877563634763215e-12,1.0,1.686162667824398e-11,1.307470164036914e-13,7.191031624331767e-13,1.6579231043589715e-11,1.0270882234986178e-11,1.4546356740668953e-12,2.139830413555588e-12,9.050593933156159e-13
3168,seg_train/seg_train/forest\17721.jpg,2.2942975644313357e-12,1.0,3.989208269272737e-11,6.318621841028271e-13,5.566900673076303e-12,2.4072358689730677e-11,1.0605083651527014e-11,1.4857411091348527e-12,1.4623497725241297e-12,8.10023651886399e-13
3169,seg_train/seg_train/forest\1773.jpg,4.4957345680420036e-13,1.0,1.1342805899183447e-13,8.627512847169392e-16,8.866004820226852e-15,1.953893644102145e-12,6.556072525143453e-12,1.1193655594446406e-12,1.177031887754365e-12,5.261763789433938e-13
3170,seg_train/seg_train/forest\17730.jpg,5.428663629736263e-10,1.0,4.467484160386448e-09,9.965143987766822e-11,5.498868374531618e-11,1.547343225771769e-10,5.4840368357567115e-11,2.0067916078891912e-11,2.033008310309281e-11,1.2244804996341951e-11
3171,seg_train/seg_train/forest\17735.jpg,2.3744840760286934e-08,1.0,1.3098972573288847e-08,2.0494168584406225e-09,3.923554370288684e-09,1.1425910884099721e-08,2.624620965008262e-09,8.430367515188664e-10,1.3094294537552287e-09,3.1256952581770747e-10
3172,seg_train/seg_train/forest\17739.jpg,6.07091834581297e-08,0.9999994039535522,2.665737497409282e-07,2.3241852886712877e-08,1.0699697838845168e-07,7.29363875962008e-08,2.4499631212648865e-09,1.3550202071499484e-09,1.1936409638479972e-09,6.18460671564236e-10
3173,seg_train/seg_train/forest\17743.jpg,9.942565000475856e-12,1.0,1.8094923129319263e-11,3.4796444154869266e-13,6.24437621835755e-13,3.041794940927822e-11,1.6861657903266547e-11,6.731750139959969e-12,3.129402336224385e-12,3.533310579881266e-12
3174,seg_train/seg_train/forest\17780.jpg,3.7204614944386094e-09,1.0,3.21651949519719e-09,5.591050955544574e-10,8.364527737114713e-09,4.282396659505139e-09,2.1665487182076504e-09,2.2137669475341681e-10,6.68745225862466e-10,1.3659344488825553e-10
3175,seg_train/seg_train/forest\1781.jpg,3.586546892808684e-10,1.0,4.437478162699904e-10,1.4755186655834862e-11,2.3811473626178525e-11,4.3009348860145735e-10,1.8819619473919857e-11,5.318654804770118e-12,4.172415017655862e-12,2.0123442842634454e-12
3176,seg_train/seg_train/forest\17811.jpg,1.336056157201504e-12,1.0,1.4157484212740101e-11,4.431711345554562e-13,1.6326702359861778e-12,2.1215033202404143e-11,5.429538329354555e-12,7.547860448632593e-13,5.888929209725557e-13,3.126352258672749e-13
3177,seg_train/seg_train/forest\17818.jpg,3.630249989505785e-10,1.0,9.775915188470208e-09,9.187151733813792e-11,1.3186577385582154e-09,1.5523899943303832e-09,5.170183725589084e-11,9.509963129483712e-12,2.311490755746437e-11,3.0747685213911025e-12
3178,seg_train/seg_train/forest\17823.jpg,7.737473424640484e-06,0.9999346733093262,1.5885743778198957e-05,4.4849673486169195e-07,3.872453817166388e-05,2.5409024146938464e-06,2.0140207279695233e-09,8.75407746292467e-10,1.1184299042454882e-09,3.0858449129311794e-10
3179,seg_train/seg_train/forest\17827.jpg,2.610641104183742e-06,0.9998076558113098,1.775286546035204e-05,5.46977253179648e-06,0.00016031596169341356,5.063350727141369e-06,5.995204901410034e-07,1.945185204021982e-07,3.098213312568987e-07,5.130839042521984e-08
3180,seg_train/seg_train/forest\17831.jpg,5.811682732281831e-12,1.0,2.347196438948207e-12,2.329928513577356e-13,4.1822450992830273e-13,6.035637267753913e-12,9.04772090581929e-11,1.977613212078566e-11,2.5199096281847133e-11,8.86696532170772e-12
3181,seg_train/seg_train/forest\17838.jpg,4.0547618973367505e-13,1.0,2.9562412088603163e-13,3.909401370471655e-15,9.792494540131289e-15,1.142627984417055e-12,9.312850837717157e-12,1.5461466742333618e-12,1.337267102607953e-12,6.480726870948528e-13
